"No.","Time","Source","Destination","Protocol","Length","Info"
"54296","17634.407688","129.163.126.82","128.3.20.245","TCP","62","2257  >  21 [SYN] Seq=73912416 Win=65535 Len=0 MSS=1372 SACK_PERM=1"
"54298","17634.414687","129.163.126.82","128.3.20.245","TCP","62","2258  >  21 [SYN] Seq=73912422 Win=65535 Len=0 MSS=1372 SACK_PERM=1"
"54300","17634.421057","129.163.126.82","128.3.20.245","TCP","62","2259  >  21 [SYN] Seq=73912429 Win=65535 Len=0 MSS=1372 SACK_PERM=1"
"54314","17634.632889","129.163.126.82","128.3.20.245","TCP","62","2260  >  21 [SYN] Seq=73912619 Win=65535 Len=0 MSS=1372 SACK_PERM=1"
"54456","17800.422211","163.50.170.250","131.243.1.10","TCP","62","49027  >  21 [SYN] Seq=900369348 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"54457","17800.422654","131.243.1.10","163.50.170.250","TCP","58","21  >  49027 [SYN, ACK] Seq=1044731026 Ack=900369349 Win=17520 Len=0 MSS=1460"
"54459","17800.558310","131.243.1.10","163.50.170.250","FTP","60","Response: 220-"
"54489","17800.690076","163.50.170.250","131.243.1.10","FTP","70","Request: USER anonymous"
"54519","17830.996062","172.46.42.88","131.243.1.10","TCP","74","3143  >  21 [SYN] Seq=3807509928 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=530533923 TSecr=0 WS=1"
"54520","17830.996660","131.243.1.10","172.46.42.88","TCP","58","21  >  3143 [SYN, ACK] Seq=3453488371 Ack=3807509929 Win=17520 Len=0 MSS=1460"
"54522","17831.200542","131.243.1.10","172.46.42.88","FTP","60","Response: 220-"
"54552","17831.416278","172.46.42.88","131.243.1.10","FTP","70","Request: USER anonymous"
"54576","17903.155412","82.143.24.12","131.243.2.12","TCP","62","7958  >  21 [SYN] Seq=1325396908 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"54577","17903.155658","131.243.2.12","82.143.24.12","TCP","62","21  >  7958 [SYN, ACK] Seq=3270163799 Ack=1325396909 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"54609","17926.229474","152.78.9.17","131.243.1.10","TCP","74","64734  >  21 [SYN] Seq=3818086004 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10486325 TSecr=0 WS=1"
"54610","17926.230266","131.243.1.10","152.78.9.17","TCP","58","21  >  64734 [SYN, ACK] Seq=251606173 Ack=3818086005 Win=17520 Len=0 MSS=1460"
"54612","17926.490563","131.243.1.10","152.78.9.17","FTP","60","Response: 220-"
"54644","17926.932437","152.78.9.17","131.243.1.10","FTP","70","Request: USER anonymous"
"54720","17953.406453","158.214.230.206","128.3.12.44","TCP","74","13695  >  21 [SYN] Seq=3017812731 Win=16384 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0"
"54721","17953.407283","128.3.12.44","158.214.230.206","TCP","54","21  >  13695 [SYN, ACK] Seq=1030336000 Ack=3017812732 Win=4096 Len=0"
"54723","17954.209835","128.3.12.44","158.214.230.206","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"54724","17955.193937","158.214.230.206","128.3.12.44","FTP","70","Request: USER anonymous"
"54766","17966.300196","136.118.224.122","131.243.2.12","TCP","78","3565  >  21 [SYN] Seq=2244890650 Win=44620 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"54767","17966.300447","131.243.2.12","136.118.224.122","TCP","78","21  >  3565 [SYN, ACK] Seq=3280773579 Ack=2244890651 Win=65535 Len=0 TSval=255192854 TSecr=0 WS=2 SACK_PERM=1 MSS=1460"
"54770","17966.999818","131.243.2.12","136.118.224.122","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"54771","17967.273007","136.118.224.122","131.243.2.12","FTP","82","Request: USER anonymous"
"54796","18001.322964","136.118.224.122","131.243.2.12","TCP","78","3646  >  21 [SYN] Seq=2256316901 Win=44620 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"54797","18001.323166","131.243.2.12","136.118.224.122","TCP","78","21  >  3646 [SYN, ACK] Seq=3286185871 Ack=2256316902 Win=65535 Len=0 TSval=255196356 TSecr=0 WS=2 SACK_PERM=1 MSS=1460"
"54840","18060.851705","136.118.224.122","131.243.2.12","TCP","78","3749  >  21 [SYN] Seq=2274678536 Win=44620 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"54841","18060.851908","131.243.2.12","136.118.224.122","TCP","78","21  >  3749 [SYN, ACK] Seq=3296025006 Ack=2274678537 Win=65535 Len=0 TSval=255202309 TSecr=0 WS=2 SACK_PERM=1 MSS=1460"
"55136","18176.261664","84.68.192.198","131.243.1.10","TCP","74","1476  >  21 [SYN] Seq=4256997232 Win=57344 Len=0 MSS=1380 WS=1 TSval=1160331336 TSecr=0"
"55137","18176.262297","131.243.1.10","84.68.192.198","TCP","58","21  >  1476 [SYN, ACK] Seq=2091442307 Ack=4256997233 Win=16560 Len=0 MSS=1460"
"55199","18178.396112","42.30.77.233","131.243.2.12","TCP","62","6668  >  21 [SYN] Seq=1954194030 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"55200","18178.396392","131.243.2.12","42.30.77.233","TCP","62","21  >  6668 [SYN, ACK] Seq=3313609785 Ack=1954194031 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"55206","18178.981156","131.243.2.12","42.30.77.233","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"55209","18179.159325","42.30.77.233","131.243.2.12","FTP","70","Request: USER anonymous"
"55905","18387.645438","100.249.76.9","131.243.2.12","TCP","66","1142  >  21 [SYN] Seq=2625596689 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"55906","18387.645690","131.243.2.12","100.249.76.9","TCP","66","21  >  1142 [SYN, ACK] Seq=3347373698 Ack=2625596690 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"55908","18387.850963","131.243.2.12","100.249.76.9","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"55909","18388.020118","100.249.76.9","131.243.2.12","FTP","70","Request: USER anonymous"
"56425","18492.357197","136.118.224.122","131.243.2.12","TCP","78","1051  >  21 [SYN] Seq=2390834055 Win=44620 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"56426","18492.357417","131.243.2.12","136.118.224.122","TCP","78","21  >  1051 [SYN, ACK] Seq=3365819000 Ack=2390834056 Win=65535 Len=0 TSval=255245459 TSecr=0 WS=2 SACK_PERM=1 MSS=1460"
"56457","18495.787034","82.143.24.12","131.243.2.12","TCP","62","3742  >  21 [SYN] Seq=1544943406 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"56458","18495.787332","131.243.2.12","82.143.24.12","TCP","62","21  >  3742 [SYN, ACK] Seq=3366275514 Ack=1544943407 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"56966","18609.090281","169.92.87.70","131.243.2.12","TCP","62","1046  >  21 [SYN] Seq=482655957 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"56967","18609.090564","131.243.2.12","169.92.87.70","TCP","62","21  >  1046 [SYN, ACK] Seq=3384063218 Ack=482655958 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"56971","18609.327077","131.243.2.12","169.92.87.70","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"56972","18609.531489","169.92.87.70","131.243.2.12","FTP","70","Request: USER anonymous"
"57024","18620.569511","99.120.228.142","131.243.1.10","TCP","58","43149  >  21 [SYN] Seq=3068772703 Win=64240 Len=0 MSS=1460"
"57025","18620.569963","131.243.1.10","99.120.228.142","TCP","58","21  >  43149 [SYN, ACK] Seq=3766794981 Ack=3068772704 Win=17520 Len=0 MSS=1460"
"57062","18629.783322","131.243.1.10","99.120.228.142","FTP","60","Response: 220-"
"57098","18631.244029","99.120.228.142","131.243.1.10","FTP","70","Request: USER anonymous"
"57446","18711.390547","246.94.203.142","203.174.5.11","TCP","62","3078  >  21 [SYN] Seq=3438485232 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"57447","18711.391430","203.174.5.11","246.94.203.142","TCP","58","21  >  3078 [SYN, ACK] Seq=2026112000 Ack=3438485233 Win=32768 Len=0 MSS=1460"
"57559","18730.881401","17.177.104.232","86.110.60.6","TCP","62","1827  >  21 [SYN] Seq=2198307189 Win=16384 Len=0 MSS=1440 SACK_PERM=1"
"57560","18730.882078","86.110.60.6","17.177.104.232","TCP","62","21  >  1827 [SYN, ACK] Seq=3364952323 Ack=2198307190 Win=10080 Len=0 SACK_PERM=1 MSS=1440"
"57571","18732.561714","17.177.104.232","86.110.60.6","TCP","62","1849  >  21 [SYN] Seq=2199788152 Win=16384 Len=0 MSS=1440 SACK_PERM=1"
"57590","18735.857490","86.110.60.6","17.177.104.232","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Tue Jun 18 12:56:05 PDT 2002) ready."
"57613","18739.867911","17.177.104.232","86.110.60.6","FTP","70","Request: USER anonymous"
"57675","18744.632420","17.177.104.232","86.110.60.6","TCP","62","1894  >  21 [SYN] Seq=2205289057 Win=16384 Len=0 MSS=1440 SACK_PERM=1"
"58569","18890.692197","100.249.76.9","131.243.2.12","TCP","66","3312  >  21 [SYN] Seq=2746508211 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"58570","18890.692412","131.243.2.12","100.249.76.9","TCP","66","21  >  3312 [SYN, ACK] Seq=3428936089 Ack=2746508212 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"58761","18915.685942","127.134.164.196","131.243.1.10","TCP","74","50989  >  21 [SYN] Seq=559406915 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=603371429 TSecr=0 WS=1"
"58762","18915.686460","131.243.1.10","127.134.164.196","TCP","58","21  >  50989 [SYN, ACK] Seq=2822837524 Ack=559406916 Win=17520 Len=0 MSS=1460"
"58766","18915.887172","131.243.1.10","127.134.164.196","FTP","60","Response: 220-"
"58796","18916.098883","127.134.164.196","131.243.1.10","FTP","70","Request: USER anonymous"
"59336","18985.741991","45.7.36.127","131.243.2.12","TCP","78","4026  >  21 [SYN] Seq=2672208857 Win=65535 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"59337","18985.742296","131.243.2.12","45.7.36.127","TCP","78","21  >  4026 [SYN, ACK] Seq=3443600889 Ack=2672208858 Win=65535 Len=0 TSval=255294797 TSecr=0 WS=2 SACK_PERM=1 MSS=1460"
"59339","18985.960576","131.243.2.12","45.7.36.127","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"59340","18986.142474","45.7.36.127","131.243.2.12","FTP","82","Request: USER anonymous"
"60184","19113.767294","217.83.255.63","131.243.1.10","TCP","78","1279  >  21 [SYN] Seq=7549624 Win=45680 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"60185","19113.768077","131.243.1.10","217.83.255.63","TCP","58","21  >  1279 [SYN, ACK] Seq=1222404579 Ack=7549625 Win=17520 Len=0 MSS=1460"
"60191","19114.005231","131.243.1.10","217.83.255.63","FTP","60","Response: 220-"
"60227","19114.505082","217.83.255.63","131.243.1.10","FTP","70","Request: USER anonymous"
"60637","19179.340492","100.249.76.9","131.243.2.12","TCP","66","3406  >  21 [SYN] Seq=2817003510 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"60638","19179.340735","131.243.2.12","100.249.76.9","TCP","66","21  >  3406 [SYN, ACK] Seq=3476731887 Ack=2817003511 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"61606","19334.005741","188.206.49.124","131.243.193.93","TCP","74","49744  >  21 [SYN] Seq=1646760156 Win=32768 Len=0 MSS=1460 WS=1 TSval=19689 TSecr=0"
"61607","19334.006129","131.243.193.93","188.206.49.124","TCP","74","21  >  49744 [SYN, ACK] Seq=843348320 Ack=1646760157 Win=5792 Len=0 MSS=1460 TSval=886838823 TSecr=19689 WS=1"
"61613","19334.625360","131.243.193.93","188.206.49.124","FTP","130","Response: 220 ProFTPD 1.2.2rc2 Server (powered by SuSE Linux) [<domain>]"
"61616","19334.813772","188.206.49.124","131.243.193.93","FTP","82","Request: USER anonymous"
"61862","19381.303566","44.43.236.112","131.243.1.10","TCP","62","1239  >  21 [SYN] Seq=506191899 Win=64512 Len=0 MSS=1460 SACK_PERM=1"
"61863","19381.304000","131.243.1.10","44.43.236.112","TCP","58","21  >  1239 [SYN, ACK] Seq=712185864 Ack=506191900 Win=17520 Len=0 MSS=1460"
"61868","19381.972340","131.243.1.10","44.43.236.112","FTP","60","Response: 220-"
"61904","19383.373502","44.43.236.112","131.243.1.10","FTP","70","Request: USER anonymous"
"61941","19387.629796","141.92.198.155","203.174.5.11","TCP","62","1925  >  21 [SYN] Seq=4079122148 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"61942","19387.630560","203.174.5.11","141.92.198.155","TCP","58","21  >  1925 [SYN, ACK] Seq=2047360000 Ack=4079122149 Win=32768 Len=0 MSS=1460"
"61946","19388.435413","203.174.5.11","141.92.198.155","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"61949","19388.601788","141.92.198.155","203.174.5.11","FTP","70","Request: USER anonymous"
"62662","19559.908633","100.249.76.9","131.243.2.12","TCP","66","3523  >  21 [SYN] Seq=2909538583 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"62663","19559.908865","131.243.2.12","100.249.76.9","TCP","66","21  >  3523 [SYN, ACK] Seq=3539236781 Ack=2909538584 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"62863","19607.131161","98.95.181.58","86.110.60.6","TCP","62","20419  >  21 [SYN] Seq=365513 Win=8192 Len=0 MSS=1428 SACK_PERM=1"
"62864","19607.131833","86.110.60.6","98.95.181.58","TCP","62","21  >  20419 [SYN, ACK] Seq=3475353626 Ack=365514 Win=9996 Len=0 SACK_PERM=1 MSS=1428"
"62876","19611.407324","86.110.60.6","98.95.181.58","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Tue Jun 18 12:56:05 PDT 2002) ready."
"62878","19611.907632","98.95.181.58","86.110.60.6","FTP","70","Request: USER anonymous"
"62885","19612.850584","98.95.181.58","86.110.60.6","TCP","62","20420  >  21 [SYN] Seq=371233 Win=8192 Len=0 MSS=1428 SACK_PERM=1"
"62921","19616.044573","98.95.181.58","86.110.60.6","TCP","62","20424  >  21 [SYN] Seq=374418 Win=8192 Len=0 MSS=1428 SACK_PERM=1"
"62969","19620.788681","98.95.181.58","86.110.60.6","TCP","62","20427  >  21 [SYN] Seq=379169 Win=8192 Len=0 MSS=1428 SACK_PERM=1"
"63029","19630.828661","100.249.76.9","131.243.2.12","TCP","66","3544  >  21 [SYN] Seq=2926759023 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"63227","19668.535475","72.181.178.3","131.243.1.10","TCP","62","33801  >  21 [SYN] Seq=1769625309 Win=64240 Len=0 MSS=1380 SACK_PERM=1"
"63228","19668.536168","131.243.1.10","72.181.178.3","TCP","58","21  >  33801 [SYN, ACK] Seq=1549817252 Ack=1769625310 Win=16560 Len=0 MSS=1460"
"63230","19668.888797","131.243.1.10","72.181.178.3","FTP","60","Response: 220-"
"63262","19669.198640","72.181.178.3","131.243.1.10","FTP","70","Request: USER anonymous"
"63302","19673.744593","141.92.198.155","203.174.5.11","TCP","62","1965  >  21 [SYN] Seq=4152061810 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"63479","19704.824037","117.30.184.93","131.243.1.10","TCP","62","1117  >  21 [SYN] Seq=1983760249 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"63480","19704.824530","131.243.1.10","117.30.184.93","TCP","58","21  >  1117 [SYN, ACK] Seq=2412394157 Ack=1983760250 Win=17520 Len=0 MSS=1460"
"63482","19705.083007","131.243.1.10","117.30.184.93","FTP","60","Response: 220-"
"63512","19705.423712","117.30.184.93","131.243.1.10","FTP","70","Request: USER anonymous"
"63546","19707.443072","117.30.184.93","131.243.1.10","TCP","62","1119  >  21 [SYN] Seq=1984444205 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"63619","19710.052404","117.30.184.93","131.243.1.10","TCP","62","1121  >  21 [SYN] Seq=1985146889 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"63752","19725.482481","217.148.52.180","131.243.2.12","TCP","62","3409  >  21 [SYN] Seq=2723109969 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"63753","19725.482715","131.243.2.12","217.148.52.180","TCP","62","21  >  3409 [SYN, ACK] Seq=3567237980 Ack=2723109970 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"63755","19726.068875","131.243.2.12","217.148.52.180","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"63756","19726.253718","217.148.52.180","131.243.2.12","FTP","70","Request: USER anonymous"
"64137","19786.424612","141.92.198.155","203.174.5.11","TCP","62","1990  >  21 [SYN] Seq=4181054982 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"64471","19857.965969","190.35.217.89","128.3.28.48","TCP","74","2493  >  21 [SYN] Seq=1403685423 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=446309008 TSecr=0 WS=1"
"64472","19857.966299","128.3.28.48","190.35.217.89","TCP","74","21  >  2493 [SYN, ACK] Seq=3283582654 Ack=1403685424 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2209578998 TSecr=446309008 WS=1"
"64480","19858.567012","128.3.28.48","190.35.217.89","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"64482","19858.707617","190.35.217.89","128.3.28.48","FTP","82","Request: USER anonymous"
"64508","19860.122450","190.35.217.89","128.3.28.48","TCP","74","2495  >  21 [SYN] Seq=1412063610 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=446309224 TSecr=0 WS=1"
"64578","19868.224887","190.35.217.89","128.3.28.48","TCP","74","2497  >  21 [SYN] Seq=1408210887 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=446310034 TSecr=0 WS=1"
"65204","19991.559624","108.97.140.165","131.243.1.10","TCP","74","48861  >  21 [SYN] Seq=1482290625 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=269954405 TSecr=0 WS=1"
"65692","20078.619227","51.124.71.132","131.243.1.10","TCP","58","42403  >  21 [SYN] Seq=1496451689 Win=8760 Len=0 MSS=1460"
"65693","20078.620153","131.243.1.10","51.124.71.132","TCP","58","21  >  42403 [SYN, ACK] Seq=89943601 Ack=1496451690 Win=17520 Len=0 MSS=1460"
"65697","20078.817832","131.243.1.10","51.124.71.132","FTP","60","Response: 220-"
"65727","20079.054231","51.124.71.132","131.243.1.10","FTP","70","Request: USER anonymous"
"66092","20150.788252","82.143.24.12","131.243.2.12","TCP","62","5086  >  21 [SYN] Seq=2124130250 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"66093","20150.788525","131.243.2.12","82.143.24.12","TCP","62","21  >  5086 [SYN, ACK] Seq=3634823967 Ack=2124130251 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"66124","20153.877995","100.249.76.9","131.243.2.12","TCP","66","3833  >  21 [SYN] Seq=3060616392 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"66125","20153.878215","131.243.2.12","100.249.76.9","TCP","66","21  >  3833 [SYN, ACK] Seq=3635397158 Ack=3060616393 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"66612","20239.341745","72.181.178.3","131.243.1.10","TCP","62","35174  >  21 [SYN] Seq=1261977313 Win=64240 Len=0 MSS=1380 SACK_PERM=1"
"66613","20239.342626","131.243.1.10","72.181.178.3","TCP","58","21  >  35174 [SYN, ACK] Seq=3254305483 Ack=1261977314 Win=16560 Len=0 MSS=1460"
"66892","20310.778083","31.155.60.14","131.243.1.10","TCP","66","61459  >  21 [SYN] Seq=2296985510 Win=16384 Len=0 MSS=1414 WS=1 SACK_PERM=1"
"66893","20310.778827","131.243.1.10","31.155.60.14","TCP","58","21  >  61459 [SYN, ACK] Seq=2103737110 Ack=2296985511 Win=16968 Len=0 MSS=1460"
"66896","20310.938232","131.243.1.10","31.155.60.14","FTP","60","Response: 220-"
"66926","20311.107907","31.155.60.14","131.243.1.10","FTP","70","Request: USER anonymous"
"67287","20518.500040","9.195.91.167","131.243.56.235","TCP","62","2399  >  21 [SYN] Seq=3069296841 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"67288","20518.500825","131.243.56.235","9.195.91.167","TCP","58","21  >  2399 [SYN, ACK] Seq=1322860286 Ack=3069296842 Win=8760 Len=0 MSS=1460"
"67290","20519.128570","131.243.56.235","9.195.91.167","FTP","60","Response: 220-"
"67295","20519.480231","9.195.91.167","131.243.56.235","FTP","70","Request: USER anonymous"
"67585","20705.705816","154.166.241.195","131.243.1.10","TCP","62","1740  >  21 [SYN] Seq=19632963 Win=28280 Len=0 MSS=1414 SACK_PERM=1"
"67586","20705.706606","131.243.1.10","154.166.241.195","TCP","58","21  >  1740 [SYN, ACK] Seq=4126862029 Ack=19632964 Win=16968 Len=0 MSS=1460"
"67588","20705.896233","131.243.1.10","154.166.241.195","FTP","60","Response: 220-"
"67618","20706.097916","154.166.241.195","131.243.1.10","FTP","70","Request: USER anonymous"
"67646","20709.870166","82.143.24.12","131.243.2.12","TCP","62","2230  >  21 [SYN] Seq=2354798333 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"67647","20709.870492","131.243.2.12","82.143.24.12","TCP","62","21  >  2230 [SYN, ACK] Seq=3712729258 Ack=2354798334 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"67678","20718.902158","62.40.240.133","131.243.1.10","TCP","62","3946  >  21 [SYN] Seq=168367117 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"67679","20718.902972","131.243.1.10","62.40.240.133","TCP","58","21  >  3946 [SYN, ACK] Seq=3132135965 Ack=168367118 Win=17520 Len=0 MSS=1460"
"67681","20719.060896","131.243.1.10","62.40.240.133","FTP","60","Response: 220-"
"67714","20719.230763","62.40.240.133","131.243.1.10","FTP","70","Request: USER anonymous"
"67898","20737.438439","239.87.156.4","131.243.1.10","TCP","74","57471  >  21 [SYN] Seq=2783791694 Win=65535 Len=0 MSS=1460 WS=1 TSval=819709 TSecr=0"
"67899","20737.439339","131.243.1.10","239.87.156.4","TCP","58","21  >  57471 [SYN, ACK] Seq=4258383021 Ack=2783791695 Win=17520 Len=0 MSS=1460"
"67901","20737.597574","131.243.1.10","239.87.156.4","FTP","60","Response: 220-"
"67932","20737.767481","239.87.156.4","131.243.1.10","FTP","70","Request: USER anonymous"
"68053","20789.188905","100.249.76.9","131.243.2.12","TCP","66","4142  >  21 [SYN] Seq=3221285357 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"68054","20789.189153","131.243.2.12","100.249.76.9","TCP","66","21  >  4142 [SYN, ACK] Seq=3722977130 Ack=3221285358 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"68086","20804.021731","141.92.198.155","203.174.5.11","TCP","62","2102  >  21 [SYN] Seq=145223990 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"68087","20804.022522","203.174.5.11","141.92.198.155","TCP","58","21  >  2102 [SYN, ACK] Seq=2048064000 Ack=145223991 Win=32768 Len=0 MSS=1460"
"68114","20807.331089","188.112.20.144","131.243.1.10","TCP","62","1410  >  21 [SYN] Seq=1872349 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"68115","20807.332003","131.243.1.10","188.112.20.144","TCP","58","21  >  1410 [SYN, ACK] Seq=3657853179 Ack=1872350 Win=16616 Len=0 MSS=1460"
"68119","20807.708811","131.243.1.10","188.112.20.144","FTP","60","Response: 220-"
"68147","20809.927000","188.112.20.144","131.243.1.10","FTP","70","Request: USER anonymous"
"68258","20829.361535","188.112.20.144","131.243.1.10","TCP","62","1412  >  21 [SYN] Seq=1894385 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"68403","20866.431306","84.63.233.180","131.243.1.10","TCP","62","2815  >  21 [SYN] Seq=4070994538 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"68404","20866.432144","131.243.1.10","84.63.233.180","TCP","58","21  >  2815 [SYN, ACK] Seq=4088183820 Ack=4070994539 Win=17520 Len=0 MSS=1460"
"68406","20866.700031","131.243.1.10","84.63.233.180","FTP","60","Response: 220-"
"68436","20867.127975","84.63.233.180","131.243.1.10","FTP","70","Request: USER anonymous"
"68589","20949.193456","82.143.24.12","131.243.2.12","TCP","62","7832  >  21 [SYN] Seq=2460143550 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"68590","20949.193743","131.243.2.12","82.143.24.12","TCP","62","21  >  7832 [SYN, ACK] Seq=3744980567 Ack=2460143551 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"68656","20966.610318","141.92.198.155","203.174.5.11","TCP","62","2161  >  21 [SYN] Seq=188500376 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"69123","21144.018338","141.92.198.155","203.174.5.11","TCP","62","2190  >  21 [SYN] Seq=233943009 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"69325","21264.857064","141.92.198.155","203.174.5.11","TCP","62","2217  >  21 [SYN] Seq=265074831 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"69326","21264.857854","203.174.5.11","141.92.198.155","TCP","58","21  >  2217 [SYN, ACK] Seq=2048832000 Ack=265074832 Win=32768 Len=0 MSS=1460"
"69353","21266.929858","8.140.239.183","131.243.1.10","TCP","62","4719  >  21 [SYN] Seq=283908578 Win=64240 Len=0 MSS=1412"
"69354","21266.930477","131.243.1.10","8.140.239.183","TCP","58","21  >  4719 [SYN, ACK] Seq=1149658587 Ack=283908579 Win=16944 Len=0 MSS=1460"
"69362","21270.151081","131.243.1.10","8.140.239.183","FTP","60","Response: 220-"
"69392","21270.440095","8.140.239.183","131.243.1.10","FTP","70","Request: USER anonymous"
"69771","21362.029986","141.92.198.155","203.174.5.11","TCP","62","2229  >  21 [SYN] Seq=289843035 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"69868","21581.230064","7.167.69.53","131.243.1.10","TCP","62","2598  >  21 [SYN] Seq=4173075597 Win=64800 Len=0 MSS=1440 SACK_PERM=1"
"69869","21581.230552","131.243.1.10","7.167.69.53","TCP","58","21  >  2598 [SYN, ACK] Seq=3519645286 Ack=4173075598 Win=17280 Len=0 MSS=1460"
"69871","21581.339650","131.243.1.10","7.167.69.53","FTP","60","Response: 220-"
"69901","21581.556705","7.167.69.53","131.243.1.10","FTP","70","Request: USER anonymous"
"69936","21583.111691","7.167.69.53","131.243.1.10","TCP","62","2600  >  21 [SYN] Seq=4173690506 Win=64800 Len=0 MSS=1440 SACK_PERM=1"
"69937","21583.112100","131.243.1.10","7.167.69.53","TCP","58","21  >  2600 [SYN, ACK] Seq=2371006257 Ack=4173690507 Win=17280 Len=0 MSS=1460"
"70049","21642.715084","18.51.157.217","131.243.1.10","TCP","62","42675  >  21 [SYN] Seq=971067518 Win=24820 Len=0 SACK_PERM=1 MSS=1460"
"70050","21642.715611","131.243.1.10","18.51.157.217","TCP","58","21  >  42675 [SYN, ACK] Seq=319230232 Ack=971067519 Win=17520 Len=0 MSS=1460"
