"No.","Time","Source","Destination","Protocol","Length","Info"
"15271","8315.575789","131.243.1.10","241.49.40.187","FTP","60","Response: 220-"
"15302","8315.861485","241.49.40.187","131.243.1.10","FTP","70","Request: USER anonymous"
"15317","8316.911162","241.49.40.187","131.243.1.10","TCP","58","1873  >  21 [SYN] Seq=39911165 Win=8192 Len=0 MSS=1460"
"15385","8324.666947","197.217.232.215","131.243.1.10","TCP","74","37944  >  21 [SYN] Seq=3609370337 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146771804 TSecr=0 WS=1"
"15386","8324.667505","131.243.1.10","197.217.232.215","TCP","58","21  >  37944 [SYN, ACK] Seq=567357112 Ack=3609370338 Win=17520 Len=0 MSS=1460"
"15390","8324.886580","131.243.1.10","197.217.232.215","FTP","60","Response: 220-"
"15420","8325.140275","197.217.232.215","131.243.1.10","FTP","70","Request: USER anonymous"
"15469","8339.869315","197.217.232.215","131.243.1.10","TCP","74","37947  >  21 [SYN] Seq=3636506586 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146773325 TSecr=0 WS=1"
"15534","8354.413119","197.217.232.215","131.243.1.10","TCP","74","37951  >  21 [SYN] Seq=3642476772 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146774779 TSecr=0 WS=1"
"15599","8369.709330","197.217.232.215","131.243.1.10","TCP","74","37955  >  21 [SYN] Seq=3651356844 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146776309 TSecr=0 WS=1"
"15657","8385.948722","197.217.232.215","131.243.1.10","TCP","74","37957  >  21 [SYN] Seq=3674803190 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146777933 TSecr=0 WS=1"
"15715","8400.475849","165.78.71.101","128.3.28.48","TCP","74","38417  >  21 [SYN] Seq=1591427115 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1003500407 TSecr=0 WS=1"
"15716","8400.476099","128.3.28.48","165.78.71.101","TCP","74","21  >  38417 [SYN, ACK] Seq=3426063000 Ack=1591427116 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2268976055 TSecr=1003500407 WS=1"
"15718","8400.582650","128.3.28.48","165.78.71.101","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"15720","8400.608881","165.78.71.101","128.3.28.48","FTP","82","Request: USER anonymous"
"15741","8400.934976","165.78.71.101","128.3.28.48","TCP","74","38419  >  21 [SYN] Seq=1578765152 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1003500642 TSecr=0 WS=1"
"15767","8401.940725","165.78.71.101","128.3.28.48","TCP","74","38421  >  21 [SYN] Seq=1584562740 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1003501157 TSecr=0 WS=1"
"15786","8403.233563","197.217.232.215","131.243.1.10","TCP","74","37975  >  21 [SYN] Seq=3696859937 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146779659 TSecr=0 WS=1"
"15852","8438.823060","108.97.140.165","131.243.1.10","TCP","74","47604  >  21 [SYN] Seq=1618053314 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=43806902 TSecr=0 WS=1"
"15853","8438.823838","131.243.1.10","108.97.140.165","TCP","58","21  >  47604 [SYN, ACK] Seq=2087694817 Ack=1618053315 Win=17520 Len=0 MSS=1460"
"15855","8439.172655","131.243.1.10","108.97.140.165","FTP","60","Response: 220-"
"15885","8439.868552","108.97.140.165","131.243.1.10","FTP","70","Request: USER anonymous"
"15900","8517.390501","197.217.232.215","131.243.1.10","TCP","74","37988  >  21 [SYN] Seq=3837765439 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146791077 TSecr=0 WS=1"
"15953","8524.060393","241.49.40.187","131.243.1.10","TCP","58","1930  >  21 [SYN] Seq=40039808 Win=8192 Len=0 MSS=1460"
"15954","8524.060883","131.243.1.10","241.49.40.187","TCP","58","21  >  1930 [SYN, ACK] Seq=1662650423 Ack=40039809 Win=17520 Len=0 MSS=1460"
"16006","8530.989276","82.143.24.12","131.243.2.12","TCP","62","3848  >  21 [SYN] Seq=878482411 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16020","8532.577058","197.217.232.215","131.243.1.10","TCP","74","38001  >  21 [SYN] Seq=3849366968 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=146792596 TSecr=0 WS=1"
"16021","8532.577500","131.243.1.10","197.217.232.215","TCP","58","21  >  38001 [SYN, ACK] Seq=1798803540 Ack=3849366969 Win=17520 Len=0 MSS=1460"
"16128","8601.100865","197.113.3.99","128.3.20.245","TCP","62","1845  >  21 [SYN] Seq=785261745 Win=8760 Len=0 MSS=1460"
"16129","8601.101272","128.3.20.245","197.113.3.99","TCP","58","21  >  1845 [SYN, ACK] Seq=1893939973 Ack=785261746 Win=8760 Len=0 MSS=1460"
"16131","8601.461047","128.3.20.245","197.113.3.99","FTP","100","Response: 220 <*> Microsoft FTP Service (Version 4.0)."
"16132","8601.800597","197.113.3.99","128.3.20.245","FTP","70","Request: USER anonymous"
"16151","8606.397357","197.113.3.99","128.3.20.245","TCP","62","1847  >  21 [SYN] Seq=786680335 Win=8760 Len=0 MSS=1460"
"16181","8682.495146","82.143.24.12","131.243.2.12","TCP","62","4707  >  21 [SYN] Seq=928513909 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16182","8682.495349","131.243.2.12","82.143.24.12","TCP","62","21  >  4707 [SYN, ACK] Seq=993034766 Ack=928513910 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"16205","8694.585813","82.143.24.12","131.243.2.12","TCP","62","4566  >  21 [SYN] Seq=932724381 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16206","8694.586070","131.243.2.12","82.143.24.12","TCP","62","21  >  4566 [SYN, ACK] Seq=995172432 Ack=932724382 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"16304","8758.741600","82.143.24.12","131.243.2.12","TCP","62","1523  >  21 [SYN] Seq=956446784 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16305","8758.741831","131.243.2.12","82.143.24.12","TCP","62","21  >  1523 [SYN, ACK] Seq=1003384644 Ack=956446785 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"16307","8759.169551","82.143.24.12","131.243.2.12","TCP","62","3141  >  21 [SYN] Seq=956676525 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16320","8760.028676","137.89.200.240","131.243.1.10","TCP","74","54047  >  21 [SYN] Seq=1964292869 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=872764329 TSecr=0 WS=1"
"16321","8760.029355","131.243.1.10","137.89.200.240","TCP","58","21  >  54047 [SYN, ACK] Seq=4086436642 Ack=1964292870 Win=17520 Len=0 MSS=1460"
"16323","8760.203156","131.243.1.10","137.89.200.240","FTP","60","Response: 220-"
"16357","8760.389044","137.89.200.240","131.243.1.10","FTP","70","Request: USER anonymous"
"16390","8762.228104","117.30.154.129","131.243.1.10","TCP","62","63560  >  21 [SYN] Seq=597705 Win=8192 Len=0 MSS=1414 SACK_PERM=1"
"16391","8762.228612","131.243.1.10","117.30.154.129","TCP","58","21  >  63560 [SYN, ACK] Seq=1717281799 Ack=597706 Win=16968 Len=0 MSS=1460"
"16393","8762.374360","131.243.1.10","117.30.154.129","FTP","60","Response: 220-"
"16423","8762.563196","117.30.154.129","131.243.1.10","FTP","70","Request: USER anonymous"
"16560","8887.717154","197.113.3.99","128.3.20.245","TCP","62","1852  >  21 [SYN] Seq=856929551 Win=8760 Len=0 MSS=1460"
"16580","8985.516838","216.43.247.103","131.243.1.10","TCP","74","35217  >  21 [SYN] Seq=2188799900 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1910012850 TSecr=0 WS=1"
"16581","8985.517448","131.243.1.10","216.43.247.103","TCP","58","21  >  35217 [SYN, ACK] Seq=3348567305 Ack=2188799901 Win=17520 Len=0 MSS=1460"
"16666","9410.903167","161.60.254.203","131.243.1.10","TCP","62","3596  >  21 [SYN] Seq=2135173337 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"16667","9410.903819","131.243.1.10","161.60.254.203","TCP","58","21  >  3596 [SYN, ACK] Seq=4070650555 Ack=2135173338 Win=17520 Len=0 MSS=1460"
"16671","9418.048045","131.243.1.10","161.60.254.203","FTP","60","Response: 220-"
"16701","9425.616210","161.60.254.203","131.243.1.10","FTP","70","Request: USER anonymous"
"16705","9438.019622","117.30.154.129","131.243.1.10","TCP","62","63557  >  21 [SYN] Seq=1273671 Win=8192 Len=0 MSS=1414 SACK_PERM=1"
"16799","9746.368128","38.93.253.216","131.243.2.12","TCP","62","5253  >  21 [SYN] Seq=1500500161 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16800","9746.368369","131.243.2.12","38.93.253.216","TCP","62","21  >  5253 [SYN, ACK] Seq=1130523127 Ack=1500500162 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"16900","9806.031512","38.93.253.216","203.174.5.11","TCP","62","5195  >  21 [SYN] Seq=1527412683 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"16901","9806.032336","203.174.5.11","38.93.253.216","TCP","58","21  >  5195 [SYN, ACK] Seq=636032000 Ack=1527412684 Win=32768 Len=0 MSS=1460"
"16903","9806.281918","203.174.5.11","38.93.253.216","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"16906","9806.473248","38.93.253.216","203.174.5.11","FTP","70","Request: USER anonymous"
"16963","9824.685478","34.214.121.62","131.243.1.10","TCP","74","34915  >  21 [SYN] Seq=3211049219 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=224906357 TSecr=0 WS=1"
"16964","9824.686074","131.243.1.10","34.214.121.62","TCP","58","21  >  34915 [SYN, ACK] Seq=834270298 Ack=3211049220 Win=17520 Len=0 MSS=1460"
"16968","9824.953554","131.243.1.10","34.214.121.62","FTP","60","Response: 220-"
"16999","9825.232234","34.214.121.62","131.243.1.10","FTP","70","Request: USER anonymous"
"17377","9941.417015","133.183.60.94","131.243.1.10","TCP","62","21527  >  21 [SYN] Seq=458067793 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"17378","9941.417574","131.243.1.10","133.183.60.94","TCP","58","21  >  21527 [SYN, ACK] Seq=3402242648 Ack=458067794 Win=17520 Len=0 MSS=1460"
"17381","9941.584911","131.243.1.10","133.183.60.94","FTP","60","Response: 220-"
"17411","9941.794812","133.183.60.94","131.243.1.10","FTP","70","Request: USER anonymous"
"17468","9951.242478","146.25.22.32","131.243.1.10","TCP","62","2387  >  21 [SYN] Seq=2335282523 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"17469","9951.243013","131.243.1.10","146.25.22.32","TCP","58","21  >  2387 [SYN, ACK] Seq=3454017780 Ack=2335282524 Win=17520 Len=0 MSS=1460"
"17548","9955.029595","146.25.22.32","131.243.1.10","TCP","62","2389  >  21 [SYN] Seq=2336334856 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"18017","10094.115600","4.0.203.124","203.174.5.11","TCP","62","41456  >  21 [SYN] Seq=4081039490 Win=32768 Len=0 MSS=1380 WS=1"
"18018","10094.116536","203.174.5.11","4.0.203.124","TCP","58","21  >  41456 [SYN, ACK] Seq=645312000 Ack=4081039491 Win=32768 Len=0 MSS=1460"
"18033","10098.399407","203.174.5.11","4.0.203.124","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"18164","10140.607886","179.248.25.199","131.243.1.10","TCP","62","56607  >  21 [SYN] Seq=200219260 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"18165","10140.608629","131.243.1.10","179.248.25.199","TCP","58","21  >  56607 [SYN, ACK] Seq=537132046 Ack=200219261 Win=17520 Len=0 MSS=1460"
"18168","10140.819599","131.243.1.10","179.248.25.199","FTP","60","Response: 220-"
"18198","10141.097444","179.248.25.199","131.243.1.10","FTP","70","Request: USER anonymous"
"18676","10277.599970","150.142.170.91","131.243.1.10","TCP","62","1807  >  21 [SYN] Seq=3762255669 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"18677","10277.600474","131.243.1.10","150.142.170.91","TCP","58","21  >  1807 [SYN, ACK] Seq=4235018269 Ack=3762255670 Win=17520 Len=0 MSS=1460"
"18679","10277.812234","131.243.1.10","150.142.170.91","FTP","60","Response: 220-"
"18709","10278.342969","150.142.170.91","131.243.1.10","FTP","70","Request: USER anonymous"
"18989","10376.070458","0.154.22.194","131.243.1.10","TCP","78","3311  >  21 [SYN] Seq=2848338067 Win=32767 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"18990","10376.071093","131.243.1.10","0.154.22.194","TCP","58","21  >  3311 [SYN, ACK] Seq=1969740567 Ack=2848338068 Win=17520 Len=0 MSS=1460"
"18993","10376.424272","131.243.1.10","0.154.22.194","FTP","60","Response: 220-"
"19023","10376.788310","0.154.22.194","131.243.1.10","FTP","70","Request: USER anonymous"
"19051","10379.083792","0.154.22.194","131.243.1.10","TCP","78","3315  >  21 [SYN] Seq=2849304527 Win=32767 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"19120","10387.131267","0.154.22.194","131.243.1.10","TCP","78","3319  >  21 [SYN] Seq=2851474561 Win=32767 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"19167","10390.219251","0.154.22.194","131.243.1.10","TCP","78","3322  >  21 [SYN] Seq=2852393933 Win=32767 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"19217","10391.692303","0.154.22.194","131.243.1.10","TCP","78","3326  >  21 [SYN] Seq=2852966654 Win=32767 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"19304","10395.056567","0.154.22.194","131.243.1.10","TCP","78","3331  >  21 [SYN] Seq=2853999799 Win=32767 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"19389","10438.621760","222.186.198.110","131.243.2.12","TCP","62","2834  >  21 [SYN] Seq=1807288724 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"19390","10438.622060","131.243.2.12","222.186.198.110","TCP","62","21  >  2834 [SYN, ACK] Seq=1240443684 Ack=1807288725 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"19392","10439.068148","131.243.2.12","222.186.198.110","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"19393","10439.371610","222.186.198.110","131.243.2.12","FTP","70","Request: USER anonymous"
"19793","10695.868287","10.48.254.166","131.243.1.10","TCP","62","43453  >  21 [SYN] Seq=2367183766 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"19794","10695.868938","131.243.1.10","10.48.254.166","TCP","58","21  >  43453 [SYN, ACK] Seq=998070864 Ack=2367183767 Win=17520 Len=0 MSS=1460"
"19796","10696.279771","131.243.1.10","10.48.254.166","FTP","60","Response: 220-"
"19828","10696.726085","10.48.254.166","131.243.1.10","FTP","70","Request: USER anonymous"
"19909","10734.455359","230.101.18.175","128.3.12.44","TCP","74","3747  >  21 [SYN] Seq=2335379494 Win=57344 Len=0 MSS=1460 WS=1 TSval=315552864 TSecr=0"
"19910","10734.456168","128.3.12.44","230.101.18.175","TCP","54","21  >  3747 [SYN, ACK] Seq=102080000 Ack=2335379495 Win=4096 Len=0"
"19912","10734.996105","128.3.12.44","230.101.18.175","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"19915","10735.308141","230.101.18.175","128.3.12.44","FTP","70","Request: USER anonymous"
"20100","11019.395036","133.183.60.94","131.243.1.10","TCP","62","22160  >  21 [SYN] Seq=743673837 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"20101","11019.395607","131.243.1.10","133.183.60.94","TCP","58","21  >  22160 [SYN, ACK] Seq=3661388044 Ack=743673838 Win=17520 Len=0 MSS=1460"
"20160","11067.786268","133.183.60.94","131.243.1.10","TCP","62","22211  >  21 [SYN] Seq=756979442 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"20220","11197.687182","13.199.22.210","131.243.1.10","TCP","62","1876  >  21 [SYN] Seq=3471135529 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"20221","11197.687749","131.243.1.10","13.199.22.210","TCP","58","21  >  1876 [SYN, ACK] Seq=2010694467 Ack=3471135530 Win=17520 Len=0 MSS=1460"
"20223","11197.799137","131.243.1.10","13.199.22.210","FTP","60","Response: 220-"
"20253","11198.096997","13.199.22.210","131.243.1.10","FTP","70","Request: USER anonymous"
"20410","11206.792621","13.199.22.210","131.243.1.10","TCP","62","1879  >  21 [SYN] Seq=3473585588 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"20479","11292.545531","173.112.82.221","131.243.1.10","TCP","78","3774  >  21 [SYN] Seq=2248263698 Win=44620 Len=0 MSS=1460 WS=8 TSval=0 TSecr=0 SACK_PERM=1"
"20480","11292.546040","131.243.1.10","173.112.82.221","TCP","58","21  >  3774 [SYN, ACK] Seq=1815278531 Ack=2248263699 Win=17520 Len=0 MSS=1460"
"20782","11426.437106","147.74.11.41","131.243.1.10","TCP","62","2423  >  21 [SYN] Seq=7256667 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"20783","11426.437596","131.243.1.10","147.74.11.41","TCP","58","21  >  2423 [SYN, ACK] Seq=2262443629 Ack=7256668 Win=17520 Len=0 MSS=1460"
"20785","11426.832531","131.243.1.10","147.74.11.41","FTP","60","Response: 220-"
"20823","11431.792804","147.74.11.41","131.243.1.10","FTP","70","Request: USER anonymous"
"20917","11474.049465","163.50.170.250","131.243.1.10","TCP","62","18479  >  21 [SYN] Seq=2086862217 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"20918","11474.049957","131.243.1.10","163.50.170.250","TCP","58","21  >  18479 [SYN, ACK] Seq=4055995300 Ack=2086862218 Win=17520 Len=0 MSS=1460"
"20920","11474.171059","131.243.1.10","163.50.170.250","FTP","60","Response: 220-"
"20950","11474.301472","163.50.170.250","131.243.1.10","FTP","70","Request: USER anonymous"
"21214","11590.540941","49.50.98.246","131.243.1.10","TCP","62","2510  >  21 [SYN] Seq=1206049036 Win=16384 Len=0 MSS=1260 SACK_PERM=1"
"21215","11590.541447","131.243.1.10","49.50.98.246","TCP","58","21  >  2510 [SYN, ACK] Seq=2594455858 Ack=1206049037 Win=17640 Len=0 MSS=1460"
"21217","11590.680536","131.243.1.10","49.50.98.246","FTP","60","Response: 220-"
"21247","11591.078453","49.50.98.246","131.243.1.10","FTP","70","Request: USER anonymous"
"21298","11606.386904","38.93.253.216","131.243.2.12","TCP","62","6124  >  21 [SYN] Seq=471362582 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"21299","11606.387173","131.243.2.12","38.93.253.216","TCP","62","21  >  6124 [SYN, ACK] Seq=1395276332 Ack=471362583 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"21322","11615.642110","22.129.74.56","131.243.1.10","TCP","62","2470  >  21 [SYN] Seq=3810780250 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"21323","11615.642735","131.243.1.10","22.129.74.56","TCP","58","21  >  2470 [SYN, ACK] Seq=1207992287 Ack=3810780251 Win=17520 Len=0 MSS=1460"
"21325","11615.866107","131.243.1.10","22.129.74.56","FTP","60","Response: 220-"
"21355","11616.099952","22.129.74.56","131.243.1.10","FTP","70","Request: USER anonymous"
"21570","11732.602227","110.112.122.22","131.243.2.12","TCP","62","3494  >  21 [SYN] Seq=3395152678 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"21571","11732.602526","131.243.2.12","110.112.122.22","TCP","62","21  >  3494 [SYN, ACK] Seq=1412822538 Ack=3395152679 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"21582","11736.898123","58.255.243.65","131.243.1.10","TCP","66","1025  >  21 [SYN] Seq=2585479912 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"21583","11736.898713","131.243.1.10","58.255.243.65","TCP","58","21  >  1025 [SYN, ACK] Seq=1477618284 Ack=2585479913 Win=17520 Len=0 MSS=1460"
"21585","11737.110347","131.243.1.10","58.255.243.65","FTP","60","Response: 220-"
"21614","11737.195123","131.243.2.12","110.112.122.22","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"21616","11737.373718","110.112.122.22","131.243.2.12","FTP","70","Request: USER anonymous"
"21619","11737.388223","58.255.243.65","131.243.1.10","FTP","70","Request: USER anonymous"
"21662","11739.887152","58.255.243.65","131.243.1.10","TCP","66","3994  >  21 [SYN] Seq=3274828750 Win=32767 Len=0 MSS=1452 WS=1 SACK_PERM=1"
"21663","11739.887547","131.243.1.10","58.255.243.65","TCP","58","21  >  3994 [SYN, ACK] Seq=3589685766 Ack=3274828751 Win=17424 Len=0 MSS=1460"
"22028","11863.562070","20.105.218.163","131.243.2.12","TCP","66","1122  >  21 [SYN] Seq=4281042442 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"22029","11863.562351","131.243.2.12","20.105.218.163","TCP","66","21  >  1122 [SYN, ACK] Seq=1430573517 Ack=4281042443 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"22031","11863.781789","131.243.2.12","20.105.218.163","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"22032","11863.965044","20.105.218.163","131.243.2.12","FTP","70","Request: USER anonymous"
"22285","11995.461057","38.5.158.54","131.243.2.12","TCP","62","4191  >  21 [SYN] Seq=1221788870 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"22286","11995.461390","131.243.2.12","38.5.158.54","TCP","62","21  >  4191 [SYN, ACK] Seq=1447991941 Ack=1221788871 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"22290","11995.675606","131.243.2.12","38.5.158.54","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"22292","11995.884172","38.5.158.54","131.243.2.12","FTP","70","Request: USER anonymous"
"22465","12211.630862","8.24.194.121","128.3.180.73","TCP","74","64225  >  21 [SYN] Seq=1311938050 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=9608745 TSecr=0 WS=1"
"22466","12211.631720","128.3.180.73","8.24.194.121","TCP","62","21  >  64225 [SYN, ACK] Seq=872437775 Ack=1311938051 Win=33580 Len=0 MSS=1460 WS=1"
"22468","12211.972813","128.3.180.73","8.24.194.121","FTP","114","Response: 220 <domain> FTP server (Digital UNIX Version 5.60) ready."
"22470","12212.174360","8.24.194.121","128.3.180.73","FTP","70","Request: USER anonymous"
"22538","12331.488965","90.227.190.180","131.243.2.12","TCP","62","5478  >  21 [SYN] Seq=1967916283 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"22539","12331.489212","131.243.2.12","90.227.190.180","TCP","62","21  >  5478 [SYN, ACK] Seq=1493921532 Ack=1967916284 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"22557","12351.050952","60.36.91.126","131.243.2.12","TCP","62","4563  >  21 [SYN] Seq=3274000621 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"22558","12351.051232","131.243.2.12","60.36.91.126","TCP","62","21  >  4563 [SYN, ACK] Seq=1496577588 Ack=3274000622 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"22560","12351.262706","131.243.2.12","60.36.91.126","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"22561","12351.439359","60.36.91.126","131.243.2.12","FTP","70","Request: USER anonymous"
"22666","12370.407318","19.249.82.185","131.243.1.10","TCP","62","2010  >  21 [SYN] Seq=3240033873 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"22667","12370.407874","131.243.1.10","19.249.82.185","TCP","58","21  >  2010 [SYN, ACK] Seq=1088681219 Ack=3240033874 Win=17520 Len=0 MSS=1460"
"22679","12371.990902","169.91.193.90","131.243.1.10","TCP","58","63563  >  21 [SYN, ECN, CWR] Seq=1256283512 Win=5840 Len=0 MSS=1460"
"22680","12371.991399","131.243.1.10","169.91.193.90","TCP","58","21  >  63563 [SYN, ACK] Seq=150485331 Ack=1256283513 Win=17520 Len=0 MSS=1460"
"22683","12372.195743","131.243.1.10","169.91.193.90","FTP","60","Response: 220-"
"22693","12372.204649","131.243.1.10","19.249.82.185","FTP","60","Response: 220-"
"22746","12374.310173","19.249.82.185","131.243.1.10","FTP","70","Request: USER anonymous"
"22755","12376.675217","169.91.193.90","131.243.1.10","FTP","70","Request: USER anonymous"
"22838","12399.157889","8.24.194.121","128.3.180.73","TCP","74","64243  >  21 [SYN] Seq=1497594078 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=9627497 TSecr=0 WS=1"
"23037","12427.478319","19.249.82.185","131.243.1.10","TCP","62","2014  >  21 [SYN] Seq=3254548205 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"23417","12501.003616","8.24.194.121","128.3.180.73","TCP","74","64246  >  21 [SYN] Seq=1628591431 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=9637680 TSecr=0 WS=1"
"23535","12518.596149","119.143.49.53","131.243.1.10","TCP","62","1091  >  21 [SYN] Seq=3612321007 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"23536","12518.596872","131.243.1.10","119.143.49.53","TCP","58","21  >  1091 [SYN, ACK] Seq=2572726409 Ack=3612321008 Win=17520 Len=0 MSS=1460"
"23538","12519.112519","131.243.1.10","119.143.49.53","FTP","60","Response: 220-"
"23571","12519.821265","119.143.49.53","131.243.1.10","FTP","70","Request: USER anonymous"
"24011","12644.755751","8.205.135.192","128.3.28.48","TCP","74","58296  >  21 [SYN] Seq=1066595026 Win=5840 Len=0 MSS=1400 SACK_PERM=1 TSval=5820729 TSecr=0 WS=1"
"24012","12644.755971","128.3.28.48","8.205.135.192","TCP","74","21  >  58296 [SYN, ACK] Seq=3605995184 Ack=1066595027 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2269400442 TSecr=5820729 WS=1"
"24014","12645.208410","128.3.28.48","8.205.135.192","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"24016","12645.439750","8.205.135.192","128.3.28.48","FTP","82","Request: USER anonymous"
"24093","12669.685334","8.205.135.192","128.3.28.48","TCP","74","58294  >  21 [SYN] Seq=1087284504 Win=5840 Len=0 MSS=1400 SACK_PERM=1 TSval=5823222 TSecr=0 WS=1"
"24136","12675.230609","8.205.135.192","128.3.28.48","TCP","74","58292  >  21 [SYN] Seq=1105866918 Win=5840 Len=0 MSS=1400 SACK_PERM=1 TSval=5823777 TSecr=0 WS=1"
"24246","12709.181306","38.93.253.216","203.174.5.11","TCP","62","2095  >  21 [SYN] Seq=2838309652 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"24247","12709.182204","203.174.5.11","38.93.253.216","TCP","58","21  >  2095 [SYN, ACK] Seq=657216000 Ack=2838309653 Win=32768 Len=0 MSS=1460"
"24271","12711.608550","8.205.135.192","128.3.28.48","TCP","74","58290  >  21 [SYN] Seq=1129418970 Win=5840 Len=0 MSS=1400 SACK_PERM=1 TSval=5827415 TSecr=0 WS=1"
"24417","12739.848842","8.205.135.192","128.3.28.48","TCP","74","58288  >  21 [SYN] Seq=1171069731 Win=5840 Len=0 MSS=1400 SACK_PERM=1 TSval=5830239 TSecr=0 WS=1"
