"No.","Time","Source","Destination","Protocol","Length","Info"
"81115","16512.138508","107.64.44.99","131.243.2.12","TCP","62","2633  >  21 [SYN] Seq=2742553293 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"81116","16512.138771","131.243.2.12","107.64.44.99","TCP","62","21  >  2633 [SYN, ACK] Seq=1406460212 Ack=2742553294 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"81129","16518.004136","131.243.2.12","107.64.44.99","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"81137","16522.097396","107.64.44.99","131.243.2.12","FTP","70","Request: USER anonymous"
"81149","16526.467872","187.87.174.63","128.3.28.48","TCP","74","34136  >  21 [SYN] Seq=1721549120 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487083001 TSecr=0 WS=1"
"81173","16540.175120","69.157.45.176","131.243.2.12","TCP","62","1514  >  21 [SYN] Seq=844753652 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"81174","16540.175364","131.243.2.12","69.157.45.176","TCP","62","21  >  1514 [SYN, ACK] Seq=1411593218 Ack=844753653 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"81176","16540.392516","131.243.2.12","69.157.45.176","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"81179","16540.572786","69.157.45.176","131.243.2.12","FTP","70","Request: USER anonymous"
"81283","16595.815639","97.55.68.153","131.243.1.10","TCP","74","1040  >  21 [SYN] Seq=917278820 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=5823568 TSecr=0 WS=1"
"81284","16595.816295","131.243.1.10","97.55.68.153","TCP","58","21  >  1040 [SYN, ACK] Seq=2157617983 Ack=917278821 Win=17520 Len=0 MSS=1460"
"81286","16595.915957","131.243.1.10","97.55.68.153","FTP","60","Response: 220-"
"81316","16596.026588","97.55.68.153","131.243.1.10","FTP","70","Request: USER anonymous"
"81357","16650.803634","97.55.68.153","131.243.1.10","TCP","74","1042  >  21 [SYN] Seq=957708846 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=5829066 TSecr=0 WS=1"
"81409","16673.724126","142.34.126.232","131.243.1.10","TCP","62","1861  >  21 [SYN] Seq=4256722 Win=8192 Len=0 MSS=1430 SACK_PERM=1"
"81410","16673.724771","131.243.1.10","142.34.126.232","TCP","58","21  >  1861 [SYN, ACK] Seq=2883332694 Ack=4256723 Win=17160 Len=0 MSS=1460"
"81412","16674.038969","131.243.1.10","142.34.126.232","FTP","60","Response: 220-"
"81442","16674.535532","142.34.126.232","131.243.1.10","FTP","70","Request: USER anonymous"
"81465","16676.442668","142.34.126.232","131.243.1.10","TCP","62","1862  >  21 [SYN] Seq=4259479 Win=8192 Len=0 MSS=1430 SACK_PERM=1"
"81687","16773.944949","62.216.131.138","131.243.1.10","TCP","74","55382  >  21 [SYN] Seq=3966055984 Win=16384 Len=0 MSS=1460 WS=1 TSval=1365913 TSecr=0"
"81688","16773.945495","131.243.1.10","62.216.131.138","TCP","58","21  >  55382 [SYN, ACK] Seq=1544418874 Ack=3966055985 Win=17520 Len=0 MSS=1460"
"81690","16774.120662","131.243.1.10","62.216.131.138","FTP","60","Response: 220-"
"81719","16774.404004","62.216.131.138","131.243.1.10","FTP","70","Request: USER anonymous"
"81764","16780.757001","38.93.253.216","131.243.2.12","TCP","62","1375  >  21 [SYN] Seq=2806356798 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"81765","16780.757285","131.243.2.12","38.93.253.216","TCP","62","21  >  1375 [SYN, ACK] Seq=1449620191 Ack=2806356799 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"81767","16781.006347","131.243.2.12","38.93.253.216","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"81768","16781.190658","38.93.253.216","131.243.2.12","FTP","70","Request: USER anonymous"
"81817","16799.482240","217.148.52.180","203.174.5.11","TCP","62","2580  >  21 [SYN] Seq=173401640 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"81818","16799.483110","203.174.5.11","217.148.52.180","TCP","58","21  >  2580 [SYN, ACK] Seq=974656000 Ack=173401641 Win=32768 Len=0 MSS=1460"
"81843","16805.215814","90.51.60.112","128.3.12.44","TCP","74","32970  >  21 [SYN] Seq=2381343225 Win=16384 Len=0 MSS=1400 WS=1 TSval=828490 TSecr=0"
"81844","16805.216629","128.3.12.44","90.51.60.112","TCP","54","21  >  32970 [SYN, ACK] Seq=266368000 Ack=2381343226 Win=4096 Len=0"
"81848","16805.464551","128.3.12.44","90.51.60.112","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"81850","16805.611378","90.51.60.112","128.3.12.44","FTP","70","Request: USER anonymous"
"81971","16834.583531","18.226.42.93","131.243.1.10","TCP","62","1945  >  21 [SYN] Seq=3413712281 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"81972","16834.584103","131.243.1.10","18.226.42.93","TCP","58","21  >  1945 [SYN, ACK] Seq=1544714123 Ack=3413712282 Win=17520 Len=0 MSS=1460"
"81974","16834.860690","131.243.1.10","18.226.42.93","FTP","60","Response: 220-"
"82004","16835.190876","18.226.42.93","131.243.1.10","FTP","70","Request: USER anonymous"
"82153","16845.732761","216.43.247.103","131.243.1.10","TCP","74","59610  >  21 [SYN] Seq=1484786914 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1876186003 TSecr=0 WS=1"
"82154","16845.733425","131.243.1.10","216.43.247.103","TCP","58","21  >  59610 [SYN, ACK] Seq=2044558475 Ack=1484786915 Win=17520 Len=0 MSS=1460"
"82223","16847.702829","187.87.174.63","128.3.28.48","TCP","74","34138  >  21 [SYN] Seq=2061862395 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487247525 TSecr=0 WS=1"
"82448","16895.131767","150.168.5.195","131.243.1.10","TCP","58","2574  >  21 [SYN] Seq=3268545247 Win=512 Len=0 MSS=1460"
"82449","16895.132295","131.243.1.10","150.168.5.195","TCP","58","21  >  2574 [SYN, ACK] Seq=2447607957 Ack=3268545248 Win=17520 Len=0 MSS=1460"
"82457","16895.723711","131.243.1.10","150.168.5.195","FTP","60","Response: 220-"
"82493","16898.380986","150.168.5.195","131.243.1.10","FTP","70","Request: USER anonymous"
"82549","16903.798707","150.168.5.195","131.243.1.10","TCP","58","5864  >  21 [SYN] Seq=4233629508 Win=512 Len=0 MSS=1460"
"82550","16903.799242","131.243.1.10","150.168.5.195","TCP","58","21  >  5864 [SYN, ACK] Seq=2889907630 Ack=4233629509 Win=17520 Len=0 MSS=1460"
"82802","16955.320894","18.226.42.93","131.243.1.10","TCP","62","8241  >  21 [SYN] Seq=2877241773 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"82803","16955.321541","131.243.1.10","18.226.42.93","TCP","58","21  >  8241 [SYN, ACK] Seq=1164075168 Ack=2877241774 Win=17520 Len=0 MSS=1460"
"82976","16991.629644","243.200.95.39","131.243.1.10","TCP","62","47823  >  21 [SYN] Seq=1864842117 Win=64240 Len=0 MSS=1380 SACK_PERM=1"
"82977","16991.630175","131.243.1.10","243.200.95.39","TCP","58","21  >  47823 [SYN, ACK] Seq=2822687108 Ack=1864842118 Win=16560 Len=0 MSS=1460"
"82980","16991.733274","131.243.1.10","243.200.95.39","FTP","60","Response: 220-"
"83010","16991.860889","243.200.95.39","131.243.1.10","FTP","70","Request: USER anonymous"
"83030","16992.909324","243.200.95.39","131.243.1.10","TCP","62","47825  >  21 [SYN] Seq=496860250 Win=64240 Len=0 MSS=1380 SACK_PERM=1"
"83310","17029.828285","187.87.174.63","128.3.28.48","TCP","74","34140  >  21 [SYN] Seq=2243854059 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487340804 TSecr=0 WS=1"
"83382","17046.711341","90.51.60.112","128.3.12.44","TCP","74","33311  >  21 [SYN] Seq=3219098572 Win=16384 Len=0 MSS=1400 WS=1 TSval=852642 TSecr=0"
"83383","17046.712191","128.3.12.44","90.51.60.112","TCP","54","21  >  33311 [SYN, ACK] Seq=298112000 Ack=3219098573 Win=4096 Len=0"
"83501","17069.070711","187.87.174.63","128.3.28.48","TCP","74","34142  >  21 [SYN] Seq=2284810406 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487360902 TSecr=0 WS=1"
"83747","17101.448876","116.206.57.194","131.243.2.12","TCP","62","25164  >  21 [SYN] Seq=470963491 Win=64240 Len=0 MSS=1200 SACK_PERM=1"
"83748","17101.449156","131.243.2.12","116.206.57.194","TCP","62","21  >  25164 [SYN, ACK] Seq=1504744155 Ack=470963492 Win=64800 Len=0 SACK_PERM=1 MSS=1200"
"83768","17107.450773","131.243.2.12","116.206.57.194","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"83772","17107.704316","116.206.57.194","131.243.2.12","FTP","70","Request: USER anonymous"
"83809","17111.873858","165.90.195.141","131.243.1.10","TCP","62","32893  >  21 [SYN] Seq=3174752711 Win=16384 Len=0 MSS=1414 SACK_PERM=1"
"83810","17111.874728","131.243.1.10","165.90.195.141","TCP","58","21  >  32893 [SYN, ACK] Seq=1647576903 Ack=3174752712 Win=16968 Len=0 MSS=1460"
"83813","17112.113685","131.243.1.10","165.90.195.141","FTP","60","Response: 220-"
"83848","17113.564428","165.90.195.141","131.243.1.10","FTP","70","Request: USER anonymous"
"83891","17119.427122","165.90.195.141","131.243.1.10","TCP","62","32895  >  21 [SYN] Seq=3176758035 Win=16384 Len=0 MSS=1414 SACK_PERM=1"
"83896","17119.555006","252.74.74.105","131.243.1.10","TCP","74","32794  >  21 [SYN] Seq=1737080922 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=57134 TSecr=0 WS=1"
"83897","17119.555438","131.243.1.10","252.74.74.105","TCP","58","21  >  32794 [SYN, ACK] Seq=1945418549 Ack=1737080923 Win=16944 Len=0 MSS=1460"
"83900","17119.781849","131.243.1.10","252.74.74.105","FTP","60","Response: 220-"
"83961","17120.148681","252.74.74.105","131.243.1.10","FTP","70","Request: USER anonymous"
"84355","17183.796208","187.87.174.63","128.3.28.48","TCP","74","34152  >  21 [SYN] Seq=2424719190 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487419544 TSecr=0 WS=1"
"84440","17204.883575","245.132.239.245","131.243.1.10","TCP","62","3494  >  21 [SYN] Seq=1872395865 Win=64240 Len=0 MSS=1380 SACK_PERM=1"
"84441","17204.884182","131.243.1.10","245.132.239.245","TCP","58","21  >  3494 [SYN, ACK] Seq=2407940138 Ack=1872395866 Win=16560 Len=0 MSS=1460"
"84446","17205.024841","131.243.1.10","245.132.239.245","FTP","60","Response: 220-"
"84476","17205.214895","245.132.239.245","131.243.1.10","FTP","70","Request: USER anonymous"
"84520","17213.634958","165.90.195.141","131.243.1.10","TCP","62","32896  >  21 [SYN] Seq=3200374648 Win=16384 Len=0 MSS=1414 SACK_PERM=1"
"84604","17215.986562","187.87.174.63","128.3.28.48","TCP","74","34154  >  21 [SYN] Seq=2458022908 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487436031 TSecr=0 WS=1"
"84675","17234.128255","75.200.157.27","131.243.1.10","TCP","62","63805  >  21 [SYN] Seq=10652980 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"84676","17234.128764","131.243.1.10","75.200.157.27","TCP","58","21  >  63805 [SYN, ACK] Seq=1717554260 Ack=10652981 Win=17520 Len=0 MSS=1460"
"84700","17240.689020","131.243.1.10","75.200.157.27","FTP","60","Response: 220-"
"84746","17243.957587","75.200.157.27","131.243.1.10","FTP","70","Request: USER anonymous"
"84798","17249.262073","187.87.174.63","128.3.28.48","TCP","74","34156  >  21 [SYN] Seq=2479599463 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487453074 TSecr=0 WS=1"
"84837","17260.951795","75.200.157.27","131.243.1.10","TCP","62","63821  >  21 [SYN] Seq=10679816 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"84910","17272.196856","102.41.234.142","131.243.1.10","TCP","74","39665  >  21 [SYN] Seq=2437867143 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=71552228 TSecr=0 WS=1"
"84911","17272.197433","131.243.1.10","102.41.234.142","TCP","58","21  >  39665 [SYN, ACK] Seq=680113717 Ack=2437867144 Win=17520 Len=0 MSS=1460"
"84913","17272.414829","131.243.1.10","102.41.234.142","FTP","60","Response: 220-"
"84943","17272.707544","102.41.234.142","131.243.1.10","FTP","70","Request: USER anonymous"
"85179","17321.065616","255.234.206.169","131.243.1.10","TCP","62","2694  >  21 [SYN] Seq=1236707250 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"85180","17321.066239","131.243.1.10","255.234.206.169","TCP","58","21  >  2694 [SYN, ACK] Seq=1961761449 Ack=1236707251 Win=17520 Len=0 MSS=1460"
"85184","17321.271933","131.243.1.10","255.234.206.169","FTP","60","Response: 220-"
"85214","17321.492227","255.234.206.169","131.243.1.10","FTP","70","Request: USER anonymous"
"85367","17357.964103","69.157.45.176","203.174.5.11","TCP","62","2026  >  21 [SYN] Seq=1285870125 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"85368","17357.964912","203.174.5.11","69.157.45.176","TCP","58","21  >  2026 [SYN, ACK] Seq=992960000 Ack=1285870126 Win=32768 Len=0 MSS=1460"
"85373","17358.206391","203.174.5.11","69.157.45.176","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"85374","17358.387484","69.157.45.176","203.174.5.11","FTP","70","Request: USER anonymous"
"85399","17363.153204","187.87.174.63","128.3.28.48","TCP","74","34158  >  21 [SYN] Seq=2592366300 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487511405 TSecr=0 WS=1"
"85596","17408.447063","226.83.99.95","131.243.1.10","TCP","74","47731  >  21 [SYN] Seq=2072894703 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1146290 TSecr=0 WS=1"
"85597","17408.447589","131.243.1.10","226.83.99.95","TCP","58","21  >  47731 [SYN, ACK] Seq=3943080671 Ack=2072894704 Win=17520 Len=0 MSS=1460"
"85640","17411.490020","187.87.174.63","128.3.28.48","TCP","74","34164  >  21 [SYN] Seq=2652357048 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487536161 TSecr=0 WS=1"
"85663","17416.696188","84.123.141.191","131.243.1.10","TCP","62","10808  >  21 [SYN] Seq=1898035156 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"85664","17416.696790","131.243.1.10","84.123.141.191","TCP","58","21  >  10808 [SYN, ACK] Seq=905246166 Ack=1898035157 Win=17520 Len=0 MSS=1460"
"85666","17416.790608","131.243.1.10","84.123.141.191","FTP","60","Response: 220-"
"85696","17416.898141","84.123.141.191","131.243.1.10","FTP","70","Request: USER anonymous"
"85746","17432.097611","245.188.83.20","131.243.1.10","TCP","74","39977  >  21 [SYN] Seq=2043403123 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=244314584 TSecr=0 WS=1"
"85747","17432.098300","131.243.1.10","245.188.83.20","TCP","58","21  >  39977 [SYN, ACK] Seq=1555656353 Ack=2043403124 Win=17520 Len=0 MSS=1460"
"85749","17432.249607","131.243.1.10","245.188.83.20","FTP","60","Response: 220-"
"85779","17432.417400","245.188.83.20","131.243.1.10","FTP","70","Request: USER anonymous"
"85866","17442.845483","187.87.174.63","128.3.28.48","TCP","74","34166  >  21 [SYN] Seq=2673033665 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487552221 TSecr=0 WS=1"
"85871","17447.052147","226.83.99.95","131.243.1.10","TCP","74","53417  >  21 [SYN] Seq=2111057120 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1150150 TSecr=0 WS=1"
"85872","17447.052569","131.243.1.10","226.83.99.95","TCP","58","21  >  53417 [SYN, ACK] Seq=3744226092 Ack=2111057121 Win=17520 Len=0 MSS=1460"
"85912","17450.765329","236.135.226.142","131.243.2.12","TCP","66","3353  >  21 [SYN] Seq=1552714229 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"85913","17450.765569","131.243.2.12","236.135.226.142","TCP","66","21  >  3353 [SYN, ACK] Seq=1570361806 Ack=1552714230 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"86061","17474.516437","236.135.226.142","131.243.2.12","TCP","66","2218  >  21 [SYN] Seq=1559310010 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"86062","17474.516653","131.243.2.12","236.135.226.142","TCP","66","21  >  2218 [SYN, ACK] Seq=1575756828 Ack=1559310011 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"86086","17476.088686","187.87.174.63","128.3.28.48","TCP","74","34168  >  21 [SYN] Seq=2704762686 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487569247 TSecr=0 WS=1"
"86104","17479.424206","236.135.226.142","131.243.2.12","TCP","66","6076  >  21 [SYN] Seq=1560588205 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"86105","17479.424429","131.243.2.12","236.135.226.142","TCP","66","21  >  6076 [SYN, ACK] Seq=1577070294 Ack=1560588206 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"86180","17489.394613","226.83.99.95","131.243.1.10","TCP","74","59469  >  21 [SYN] Seq=2171825992 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1154384 TSecr=0 WS=1"
"86181","17489.395044","131.243.1.10","226.83.99.95","TCP","58","21  >  59469 [SYN, ACK] Seq=3465379082 Ack=2171825993 Win=17520 Len=0 MSS=1460"
"86516","17524.573358","182.6.9.175","128.3.32.63","TCP","74","33014  >  21 [SYN] Seq=2216868521 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=5102686 TSecr=0 WS=1"
"86573","17530.754920","187.87.174.63","128.3.28.48","TCP","74","34170  >  21 [SYN] Seq=2783505449 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487597244 TSecr=0 WS=1"
"86702","17551.781076","59.91.7.144","131.243.1.83","TCP","74","1218  >  21 [SYN] Seq=2224486257 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=638804059 TSecr=0 WS=1"
"86703","17551.781664","131.243.1.83","59.91.7.144","TCP","58","21  >  1218 [SYN, ACK] Seq=1170889733 Ack=2224486258 Win=17520 Len=0 MSS=1460"
"86705","17551.888649","131.243.1.83","59.91.7.144","FTP","60","Response: 220-"
"86737","17552.007043","59.91.7.144","131.243.1.83","FTP","70","Request: USER anonymous"
"87019","17590.314146","157.58.53.51","131.243.1.10","TCP","58","52941  >  21 [SYN] Seq=612146902 Win=16384 Len=0 MSS=512"
"87020","17590.314687","131.243.1.10","157.58.53.51","TCP","58","21  >  52941 [SYN, ACK] Seq=2714452472 Ack=612146903 Win=16384 Len=0 MSS=1460"
"87026","17590.839573","131.243.1.10","157.58.53.51","FTP","60","Response: 220-"
"87053","17592.060069","157.58.53.51","131.243.1.10","FTP","70","Request: USER anonymous"
"87194","17610.029830","73.6.91.115","131.243.2.12","TCP","62","3826  >  21 [SYN] Seq=3150600702 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"87195","17610.030090","131.243.2.12","73.6.91.115","TCP","62","21  >  3826 [SYN, ACK] Seq=1601202235 Ack=3150600703 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"87199","17610.256403","131.243.2.12","73.6.91.115","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"87202","17610.447824","73.6.91.115","131.243.2.12","FTP","70","Request: USER anonymous"
"87226","17612.174036","157.58.53.51","131.243.1.10","TCP","58","54287  >  21 [SYN] Seq=787378902 Win=16384 Len=0 MSS=512"
"87227","17612.174469","131.243.1.10","157.58.53.51","TCP","58","21  >  54287 [SYN, ACK] Seq=185648679 Ack=787378903 Win=16384 Len=0 MSS=1460"
"87407","17627.784215","73.6.91.115","131.243.2.12","TCP","62","3025  >  21 [SYN] Seq=3155628947 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"87408","17627.784454","131.243.2.12","73.6.91.115","TCP","62","21  >  3025 [SYN, ACK] Seq=1604589375 Ack=3155628948 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"87561","17642.918784","236.135.226.142","131.243.2.12","TCP","66","2598  >  21 [SYN] Seq=1603373797 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"87562","17642.918991","131.243.2.12","236.135.226.142","TCP","66","21  >  2598 [SYN, ACK] Seq=1608184414 Ack=1603373798 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"87842","17666.235075","75.200.157.27","131.243.1.10","TCP","62","64083  >  21 [SYN] Seq=11084881 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"87843","17666.235543","131.243.1.10","75.200.157.27","TCP","58","21  >  64083 [SYN, ACK] Seq=2874076994 Ack=11084882 Win=17520 Len=0 MSS=1460"
"88465","17716.963126","236.135.226.142","131.243.2.12","TCP","66","4255  >  21 [SYN] Seq=1622415751 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"88466","17716.963401","131.243.2.12","236.135.226.142","TCP","66","21  >  4255 [SYN, ACK] Seq=1622477547 Ack=1622415752 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"88474","17717.208976","236.135.226.142","131.243.2.12","TCP","66","2093  >  21 [SYN] Seq=1622532887 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"88475","17717.209185","131.243.2.12","236.135.226.142","TCP","66","21  >  2093 [SYN, ACK] Seq=1622636367 Ack=1622532888 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"88646","17726.946758","236.135.226.142","131.243.2.12","TCP","66","2287  >  21 [SYN] Seq=1625012310 Win=32767 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"90081","17810.320424","187.87.174.63","128.3.28.48","TCP","74","34172  >  21 [SYN] Seq=3079794773 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=487740428 TSecr=0 WS=1"
"90489","17833.855173","150.168.5.195","131.243.1.10","TCP","58","2404  >  21 [SYN] Seq=1644170227 Win=512 Len=0 MSS=1460"
"90490","17833.855614","131.243.1.10","150.168.5.195","TCP","58","21  >  2404 [SYN, ACK] Seq=3034677888 Ack=1644170228 Win=17520 Len=0 MSS=1460"
"91778","17904.776605","58.55.38.38","128.3.28.48","TCP","74","1693  >  21 [SYN] Seq=2613552601 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126770741 TSecr=0 WS=1"
"91779","17904.776858","128.3.28.48","58.55.38.38","TCP","74","21  >  1693 [SYN, ACK] Seq=196201108 Ack=2613552602 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2235316267 TSecr=126770741 WS=1"
"91790","17905.289481","128.3.28.48","58.55.38.38","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"91792","17905.371022","58.55.38.38","128.3.28.48","FTP","82","Request: USER anonymous"
"91828","17906.260514","58.55.38.38","128.3.28.48","TCP","74","1695  >  21 [SYN] Seq=2618479023 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126770889 TSecr=0 WS=1"
"91977","17913.438890","58.55.38.38","128.3.28.48","TCP","74","1697  >  21 [SYN] Seq=2622318420 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126771607 TSecr=0 WS=1"
"92261","17928.251017","58.55.38.38","128.3.28.48","TCP","74","1699  >  21 [SYN] Seq=2633020739 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126773088 TSecr=0 WS=1"
"94446","18053.450227","23.212.164.182","131.243.1.10","TCP","62","61938  >  21 [SYN] Seq=3934563351 Win=16384 Len=0 MSS=1380 SACK_PERM=1"
"94447","18053.450837","131.243.1.10","23.212.164.182","TCP","58","21  >  61938 [SYN, ACK] Seq=3819790460 Ack=3934563352 Win=16560 Len=0 MSS=1460"
"94851","18069.180203","58.55.38.38","128.3.28.48","TCP","74","1704  >  21 [SYN] Seq=2772720254 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126787181 TSecr=0 WS=1"
"94852","18069.180977","128.3.28.48","58.55.38.38","TCP","74","21  >  1704 [SYN, ACK] Seq=374494790 Ack=2772720255 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2235332705 TSecr=126787181 WS=1"
"95307","18130.733088","58.55.38.38","128.3.28.48","TCP","74","1710  >  21 [SYN] Seq=2834392294 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126793336 TSecr=0 WS=1"
"95337","18131.920092","58.55.38.38","128.3.28.48","TCP","74","1712  >  21 [SYN] Seq=2836402143 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126793455 TSecr=0 WS=1"
"95379","18136.707542","58.55.38.38","128.3.28.48","TCP","74","1714  >  21 [SYN] Seq=2846076713 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126793934 TSecr=0 WS=1"
"95608","18205.120645","58.55.38.38","128.3.28.48","TCP","74","1716  >  21 [SYN] Seq=2930672332 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=126800775 TSecr=0 WS=1"
"95697","18263.212381","161.202.108.234","131.243.1.10","TCP","58","44848  >  21 [SYN] Seq=2589476719 Win=8760 Len=0 MSS=1460"
"95762","18324.628771","47.36.90.234","131.243.1.10","TCP","62","58368  >  21 [SYN] Seq=1226807085 Win=64240 Len=0 MSS=1300 SACK_PERM=1"
"95763","18324.629328","131.243.1.10","47.36.90.234","TCP","58","21  >  58368 [SYN, ACK] Seq=3441062187 Ack=1226807086 Win=16900 Len=0 MSS=1460"
"95765","18324.736649","131.243.1.10","47.36.90.234","FTP","60","Response: 220-"
"95795","18324.852990","47.36.90.234","131.243.1.10","FTP","70","Request: USER anonymous"
"95822","18371.179064","18.98.189.85","131.243.1.10","TCP","62","2821  >  21 [SYN] Seq=2054174752 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"95823","18371.179641","131.243.1.10","18.98.189.85","TCP","58","21  >  2821 [SYN, ACK] Seq=3834268592 Ack=2054174753 Win=17520 Len=0 MSS=1460"
"95825","18371.547362","131.243.1.10","18.98.189.85","FTP","60","Response: 220-"
"95888","18375.683167","18.98.189.85","131.243.1.10","TCP","62","2826  >  21 [SYN] Seq=2055636526 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"95921","18376.375502","18.98.189.85","131.243.1.10","FTP","70","Request: USER anonymous"
"95930","18377.085542","18.98.189.85","131.243.1.10","TCP","62","2830  >  21 [SYN] Seq=2056115428 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"95969","18378.478928","73.6.91.115","131.243.2.12","TCP","62","1512  >  21 [SYN] Seq=3346891916 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"95970","18378.479174","131.243.2.12","73.6.91.115","TCP","62","21  >  1512 [SYN, ACK] Seq=1759431174 Ack=3346891917 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"95999","18381.467621","60.36.91.126","131.243.2.12","TCP","62","1333  >  21 [SYN] Seq=3358341699 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"96000","18381.467869","131.243.2.12","60.36.91.126","TCP","62","21  >  1333 [SYN, ACK] Seq=1760860498 Ack=3358341700 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
